1451606420000,0.900000000000000,926.000000000000000,0,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606430000,0.900000000000000,3541.000000000000000,0,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606440000,NULL,788.000000000000000,1,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606450000,0.900000000000000,552.000000000000000,0,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606460000,0.900000000000000,1910.000000000000000,2,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606470000,0.900000000000000,798.000000000000000,2,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606480000,0.900000000000000,2586.000000000000000,1,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606490000,0.900000000000000,4083.000000000000000,2,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606510000,0.900000000000000,1711.000000000000000,3,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606520000,0.900000000000000,1462.000000000000000,3,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606530000,0.900000000000000,81.000000000000000,4,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606540000,0.900000000000000,1277.000000000000000,4,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606550000,0.900000000000000,4905.000000000000000,4,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606560000,0.900000000000000,4859.000000000000000,4,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606570000,0.900000000000000,855.000000000000000,5,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606580000,0.900000000000000,470.000000000000000,4,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606590000,0.900000000000000,4502.000000000000000,1,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606620000,0.900000000000000,2908.000000000000000,4,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
1451606630000,0.900000000000000,3977.000000000000000,3,truck_4,East,Andy,G-2000,v1.5,5000.000000000000000,300.000000000000000,19.000000000000000
