devid,location,color,devgroup,ts,temperature,humidity
0, beijing, white, 0, 1575129652000, 22, 18.305339
0, beijing, white, 0, 1575129653000, 25, 17.360686
0, beijing, white, 0, 1575129654000, 25, 14.978681
0, beijing, white, 0, 1575129655000, 33, 14.096183
0, beijing, white, 0, 1575129656000, 26, 10.019039
0, beijing, white, 0, 1575129657000, 19, 19.158213
0, beijing, white, 0, 1575129658000, 22, 15.593924
0, beijing, white, 0, 1575129659000, 26, 18.780118
0, beijing, white, 0, 1575129660000, 21, 16.001656
0, beijing, white, 0, 1575129661000, 16, 18.458328
0, beijing, white, 0, 1575129662000, 21, 16.417843
0, beijing, white, 0, 1575129663000, 28, 11.736558
0, beijing, white, 0, 1575129664000, 34, 18.143946
0, beijing, white, 0, 1575129665000, 27, 10.303225
0, beijing, white, 0, 1575129666000, 20, 19.756748
0, beijing, white, 0, 1575129667000, 22, 12.940063
0, beijing, white, 0, 1575129668000, 23, 11.509640
0, beijing, white, 0, 1575129669000, 19, 18.319309
0, beijing, white, 0, 1575129670000, 19, 16.278346
0, beijing, white, 0, 1575129671000, 27, 10.898361
0, beijing, white, 0, 1575129672000, 31, 13.922162
0, beijing, white, 0, 1575129673000, 15, 19.296116
0, beijing, white, 0, 1575129674000, 26, 15.885763
0, beijing, white, 0, 1575129675000, 15, 15.525804
0, beijing, white, 0, 1575129676000, 19, 19.579539
0, beijing, white, 0, 1575129677000, 20, 11.073811
0, beijing, white, 0, 1575129678000, 16, 13.932510
0, beijing, white, 0, 1575129679000, 17, 11.900328
0, beijing, white, 0, 1575129680000, 22, 16.540414
0, beijing, white, 0, 1575129681000, 33, 15.203803
0, beijing, white, 0, 1575129682000, 17, 11.518434
0, beijing, white, 0, 1575129683000, 17, 13.152081
0, beijing, white, 0, 1575129684000, 18, 11.378041
0, beijing, white, 0, 1575129685000, 21, 15.390745
0, beijing, white, 0, 1575129686000, 30, 15.127818
0, beijing, white, 0, 1575129687000, 19, 16.530402
0, beijing, white, 0, 1575129688000, 32, 16.542701
0, beijing, white, 0, 1575129689000, 26, 16.366442
0, beijing, white, 0, 1575129690000, 25, 10.306822
0, beijing, white, 0, 1575129691000, 15, 13.691117
0, beijing, white, 0, 1575129692000, 15, 13.476817
0, beijing, white, 0, 1575129693000, 25, 12.529998
0, beijing, white, 0, 1575129694000, 22, 15.550021
0, beijing, white, 0, 1575129695000, 20, 15.064971
0, beijing, white, 0, 1575129696000, 24, 13.313683
0, beijing, white, 0, 1575129697000, 23, 17.002879
0, beijing, white, 0, 1575129698000, 30, 19.991595
0, beijing, white, 0, 1575129699000, 15, 11.116746
1, shanghai, black, 1, 1575129600000, 24, 10.921176
1, shanghai, black, 1, 1575129601000, 26, 17.146958
1, shanghai, black, 1, 1575129602000, 21, 18.486329
1, shanghai, black, 1, 1575129603000, 34, 12.125609
1, shanghai, black, 1, 1575129604000, 22, 19.451948
1, shanghai, black, 1, 1575129605000, 23, 16.458334
1, shanghai, black, 1, 1575129606000, 18, 14.484644
1, shanghai, black, 1, 1575129607000, 33, 10.824797
1, shanghai, black, 1, 1575129608000, 34, 14.001883
1, shanghai, black, 1, 1575129609000, 32, 19.498832
1, shanghai, black, 1, 1575129610000, 30, 14.993855
1, shanghai, black, 1, 1575129611000, 28, 10.198087
1, shanghai, black, 1, 1575129612000, 32, 14.286884
1, shanghai, black, 1, 1575129613000, 25, 18.874475
1, shanghai, black, 1, 1575129614000, 21, 17.650082
1, shanghai, black, 1, 1575129615000, 15, 17.275773
1, shanghai, black, 1, 1575129616000, 17, 15.130875
1, shanghai, black, 1, 1575129617000, 16, 17.242291
1, shanghai, black, 1, 1575129618000, 15, 19.777635
1, shanghai, black, 1, 1575129619000, 29, 18.321979
1, shanghai, black, 1, 1575129620000, 15, 19.133991
1, shanghai, black, 1, 1575129621000, 16, 18.351038
1, shanghai, black, 1, 1575129622000, 31, 17.517406
1, shanghai, black, 1, 1575129623000, 34, 10.969342
1, shanghai, black, 1, 1575129624000, 28, 15.838347
1, shanghai, black, 1, 1575129625000, 19, 19.982738
1, shanghai, black, 1, 1575129626000, 24, 19.854656
1, shanghai, black, 1, 1575129627000, 34, 13.320561
1, shanghai, black, 1, 1575129628000, 15, 19.560206
1, shanghai, black, 1, 1575129629000, 15, 11.843907
1, shanghai, black, 1, 1575129630000, 19, 18.332418
1, shanghai, black, 1, 1575129631000, 30, 18.058718
1, shanghai, black, 1, 1575129632000, 16, 17.185304
1, shanghai, black, 1, 1575129633000, 29, 18.958033
1, shanghai, black, 1, 1575129634000, 25, 10.187132
1, shanghai, black, 1, 1575129635000, 33, 14.235532
1, shanghai, black, 1, 1575129636000, 19, 14.326982
1, shanghai, black, 1, 1575129637000, 29, 18.557044
1, shanghai, black, 1, 1575129638000, 19, 16.590305
1, shanghai, black, 1, 1575129639000, 21, 15.034868
1, shanghai, black, 1, 1575129640000, 27, 10.231096
1, shanghai, black, 1, 1575129641000, 17, 12.611756
1, shanghai, black, 1, 1575129642000, 32, 13.148048
1, shanghai, black, 1, 1575129643000, 20, 18.997501
1, shanghai, black, 1, 1575129644000, 34, 11.001994
1, shanghai, black, 1, 1575129645000, 24, 17.698891
1, shanghai, black, 1, 1575129646000, 16, 12.623819
1, shanghai, black, 1, 1575129647000, 26, 12.146537
1, shanghai, black, 1, 1575129648000, 28, 13.511343
1, shanghai, black, 1, 1575129649000, 34, 15.783513
1, shanghai, black, 1, 1575129650000, 23, 11.198505
1, shanghai, black, 1, 1575129651000, 23, 10.537856
1, shanghai, black, 1, 1575129652000, 29, 13.241740
1, shanghai, black, 1, 1575129653000, 30, 13.492887
1, shanghai, black, 1, 1575129654000, 21, 19.687462
1, shanghai, black, 1, 1575129655000, 21, 12.079431
1, shanghai, black, 1, 1575129656000, 29, 13.022024
1, shanghai, black, 1, 1575129657000, 34, 11.340842
1, shanghai, black, 1, 1575129658000, 18, 16.408648
1, shanghai, black, 1, 1575129659000, 22, 18.098742
1, shanghai, black, 1, 1575129660000, 29, 19.427574
1, shanghai, black, 1, 1575129661000, 26, 14.946804
1, shanghai, black, 1, 1575129662000, 18, 17.107439
1, shanghai, black, 1, 1575129663000, 31, 14.076329
1, shanghai, black, 1, 1575129664000, 32, 19.443971
1, shanghai, black, 1, 1575129665000, 31, 12.886383
1, shanghai, black, 1, 1575129666000, 20, 14.525845
1, shanghai, black, 1, 1575129667000, 24, 13.153620
1, shanghai, black, 1, 1575129668000, 22, 17.515631
1, shanghai, black, 1, 1575129669000, 24, 16.697146
1, shanghai, black, 1, 1575129670000, 34, 14.588845
1, shanghai, black, 1, 1575129671000, 17, 14.815298
1, shanghai, black, 1, 1575129672000, 20, 19.506232
1, shanghai, black, 1, 1575129673000, 28, 17.425147
1, shanghai, black, 1, 1575129674000, 15, 10.661514
1, shanghai, black, 1, 1575129675000, 20, 19.254679
1, shanghai, black, 1, 1575129676000, 24, 14.094194
1, shanghai, black, 1, 1575129677000, 31, 10.972616
1, shanghai, black, 1, 1575129678000, 15, 10.044447
1, shanghai, black, 1, 1575129679000, 32, 11.093067
1, shanghai, black, 1, 1575129680000, 33, 12.570554
1, shanghai, black, 1, 1575129681000, 28, 19.264114
1, shanghai, black, 1, 1575129682000, 23, 13.038871
1, shanghai, black, 1, 1575129683000, 20, 11.764896
1, shanghai, black, 1, 1575129684000, 19, 17.051371
1, shanghai, black, 1, 1575129685000, 18, 12.503689
1, shanghai, black, 1, 1575129686000, 28, 17.512406
1, shanghai, black, 1, 1575129687000, 28, 18.409932
1, shanghai, black, 1, 1575129688000, 22, 10.132855
1, shanghai, black, 1, 1575129689000, 23, 18.993715
1, shanghai, black, 1, 1575129690000, 26, 10.430004
1, shanghai, black, 1, 1575129691000, 21, 10.510941
1, shanghai, black, 1, 1575129692000, 26, 14.756974
1, shanghai, black, 1, 1575129693000, 32, 10.407199
1, shanghai, black, 1, 1575129694000, 29, 12.601247
1, shanghai, black, 1, 1575129695000, 25, 19.604975
1, shanghai, black, 1, 1575129696000, 22, 12.293202
1, shanghai, black, 1, 1575129697000, 19, 17.564823
1, shanghai, black, 1, 1575129698000, 28, 13.389774
1, shanghai, black, 1, 1575129699000, 31, 19.859944
2, guangzhou, green, 2, 1575129600000, 17, 12.496550
2, guangzhou, green, 2, 1575129601000, 29, 17.897172
2, guangzhou, green, 2, 1575129602000, 34, 16.574690
2, guangzhou, green, 2, 1575129603000, 15, 16.575054
2, guangzhou, green, 2, 1575129604000, 34, 19.192545
2, guangzhou, green, 2, 1575129605000, 19, 15.203920
2, guangzhou, green, 2, 1575129606000, 28, 12.481825
2, guangzhou, green, 2, 1575129607000, 30, 16.997891
2, guangzhou, green, 2, 1575129608000, 24, 15.122720
2, guangzhou, green, 2, 1575129609000, 20, 16.220016
2, guangzhou, green, 2, 1575129610000, 16, 11.405753
2, guangzhou, green, 2, 1575129611000, 26, 19.440151
2, guangzhou, green, 2, 1575129612000, 24, 12.457920
2, guangzhou, green, 2, 1575129613000, 30, 15.369806
2, guangzhou, green, 2, 1575129614000, 27, 16.716676
2, guangzhou, green, 2, 1575129615000, 32, 17.338548
2, guangzhou, green, 2, 1575129616000, 28, 14.234738
2, guangzhou, green, 2, 1575129617000, 34, 19.530447
2, guangzhou, green, 2, 1575129618000, 15, 14.551896
2, guangzhou, green, 2, 1575129619000, 21, 17.198856
2, guangzhou, green, 2, 1575129620000, 19, 17.425909
2, guangzhou, green, 2, 1575129621000, 29, 16.825216
2, guangzhou, green, 2, 1575129622000, 28, 12.485828
2, guangzhou, green, 2, 1575129623000, 25, 17.699710
2, guangzhou, green, 2, 1575129624000, 30, 12.866378
2, guangzhou, green, 2, 1575129625000, 18, 11.985615
2, guangzhou, green, 2, 1575129626000, 24, 16.359533
2, guangzhou, green, 2, 1575129627000, 20, 14.123154
2, guangzhou, green, 2, 1575129628000, 23, 11.311899
2, guangzhou, green, 2, 1575129629000, 29, 18.450350
2, guangzhou, green, 2, 1575129630000, 29, 17.783038
2, guangzhou, green, 2, 1575129631000, 22, 16.543795
2, guangzhou, green, 2, 1575129632000, 25, 13.939652
2, guangzhou, green, 2, 1575129633000, 22, 15.658666
2, guangzhou, green, 2, 1575129634000, 24, 14.524828
2, guangzhou, green, 2, 1575129635000, 15, 16.428353
2, guangzhou, green, 2, 1575129636000, 16, 18.103802
2, guangzhou, green, 2, 1575129637000, 28, 10.814747
2, guangzhou, green, 2, 1575129638000, 21, 14.906347
2, guangzhou, green, 2, 1575129639000, 25, 16.276587
2, guangzhou, green, 2, 1575129640000, 28, 17.932145
2, guangzhou, green, 2, 1575129641000, 34, 12.543257
2, guangzhou, green, 2, 1575129642000, 21, 14.202174
2, guangzhou, green, 2, 1575129643000, 19, 12.169968
2, guangzhou, green, 2, 1575129644000, 31, 15.638443
2, guangzhou, green, 2, 1575129645000, 23, 13.675736
2, guangzhou, green, 2, 1575129646000, 20, 19.002998
2, guangzhou, green, 2, 1575129647000, 34, 14.451299
2, guangzhou, green, 2, 1575129648000, 29, 16.676133
2, guangzhou, green, 2, 1575129649000, 31, 10.066270
2, guangzhou, green, 2, 1575129650000, 26, 17.824551
2, guangzhou, green, 2, 1575129651000, 34, 18.082416
2, guangzhou, green, 2, 1575129652000, 28, 16.099497
2, guangzhou, green, 2, 1575129653000, 16, 12.265096
2, guangzhou, green, 2, 1575129654000, 34, 12.468646
2, guangzhou, green, 2, 1575129655000, 16, 11.534757
2, guangzhou, green, 2, 1575129656000, 16, 19.092035
2, guangzhou, green, 2, 1575129657000, 20, 13.272631
2, guangzhou, green, 2, 1575129658000, 19, 14.302918
2, guangzhou, green, 2, 1575129659000, 31, 10.996095
2, guangzhou, green, 2, 1575129660000, 17, 15.220791
2, guangzhou, green, 2, 1575129661000, 28, 18.482870
2, guangzhou, green, 2, 1575129662000, 17, 15.654042
2, guangzhou, green, 2, 1575129663000, 30, 12.753545
2, guangzhou, green, 2, 1575129664000, 18, 19.292998
2, guangzhou, green, 2, 1575129665000, 33, 12.108711
2, guangzhou, green, 2, 1575129666000, 34, 14.724292
2, guangzhou, green, 2, 1575129667000, 28, 13.754784
2, guangzhou, green, 2, 1575129668000, 22, 17.879010
2, guangzhou, green, 2, 1575129669000, 27, 10.963891
2, guangzhou, green, 2, 1575129670000, 32, 15.231074
2, guangzhou, green, 2, 1575129671000, 24, 11.802718
2, guangzhou, green, 2, 1575129672000, 21, 13.681011
2, guangzhou, green, 2, 1575129673000, 19, 10.910179
2, guangzhou, green, 2, 1575129674000, 29, 13.944866
2, guangzhou, green, 2, 1575129675000, 18, 17.558532
2, guangzhou, green, 2, 1575129676000, 19, 13.186824
2, guangzhou, green, 2, 1575129677000, 25, 12.784448
2, guangzhou, green, 2, 1575129678000, 28, 15.774681
2, guangzhou, green, 2, 1575129679000, 29, 11.104902
2, guangzhou, green, 2, 1575129680000, 16, 13.809837
2, guangzhou, green, 2, 1575129681000, 16, 18.830369
2, guangzhou, green, 2, 1575129682000, 32, 11.798459
2, guangzhou, green, 2, 1575129683000, 17, 11.893725
2, guangzhou, green, 2, 1575129684000, 16, 11.646352
2, guangzhou, green, 2, 1575129685000, 30, 16.511740
2, guangzhou, green, 2, 1575129686000, 27, 11.837594
2, guangzhou, green, 2, 1575129687000, 26, 17.312381
2, guangzhou, green, 2, 1575129688000, 16, 12.512595
2, guangzhou, green, 2, 1575129689000, 27, 10.224634
2, guangzhou, green, 2, 1575129690000, 31, 15.000720
2, guangzhou, green, 2, 1575129691000, 18, 12.810097
2, guangzhou, green, 2, 1575129692000, 24, 19.154830
2, guangzhou, green, 2, 1575129693000, 29, 17.029148
2, guangzhou, green, 2, 1575129694000, 25, 19.416777
2, guangzhou, green, 2, 1575129695000, 17, 17.692554
2, guangzhou, green, 2, 1575129696000, 25, 10.939226
2, guangzhou, green, 2, 1575129697000, 23, 10.632203
2, guangzhou, green, 2, 1575129698000, 21, 17.977449
2, guangzhou, green, 2, 1575129699000, 20, 14.047369
3, shenzhen, yellow, 0, 1575129600000, 17, 13.181688
3, shenzhen, yellow, 0, 1575129601000, 26, 17.912070
3, shenzhen, yellow, 0, 1575129602000, 28, 11.660286
3, shenzhen, yellow, 0, 1575129603000, 28, 16.496510
3, shenzhen, yellow, 0, 1575129604000, 32, 16.164662
3, shenzhen, yellow, 0, 1575129605000, 16, 19.604285
3, shenzhen, yellow, 0, 1575129606000, 33, 19.308120
3, shenzhen, yellow, 0, 1575129607000, 16, 16.755204
3, shenzhen, yellow, 0, 1575129608000, 33, 10.658284
3, shenzhen, yellow, 0, 1575129609000, 30, 17.241293
3, shenzhen, yellow, 0, 1575129610000, 16, 18.088522
3, shenzhen, yellow, 0, 1575129611000, 31, 15.455248
3, shenzhen, yellow, 0, 1575129612000, 29, 10.505713
3, shenzhen, yellow, 0, 1575129613000, 28, 16.189388
3, shenzhen, yellow, 0, 1575129614000, 16, 14.723009
3, shenzhen, yellow, 0, 1575129615000, 27, 15.670388
3, shenzhen, yellow, 0, 1575129616000, 29, 16.080214
3, shenzhen, yellow, 0, 1575129617000, 18, 18.544671
3, shenzhen, yellow, 0, 1575129618000, 23, 16.947663
3, shenzhen, yellow, 0, 1575129619000, 15, 16.917797
3, shenzhen, yellow, 0, 1575129620000, 25, 17.888324
3, shenzhen, yellow, 0, 1575129621000, 34, 18.520162
3, shenzhen, yellow, 0, 1575129622000, 29, 10.271190
3, shenzhen, yellow, 0, 1575129623000, 26, 11.781460
3, shenzhen, yellow, 0, 1575129624000, 16, 17.737292
3, shenzhen, yellow, 0, 1575129625000, 15, 13.730896
3, shenzhen, yellow, 0, 1575129626000, 28, 12.161647
3, shenzhen, yellow, 0, 1575129627000, 33, 15.012675
3, shenzhen, yellow, 0, 1575129628000, 28, 12.880752
3, shenzhen, yellow, 0, 1575129629000, 28, 12.418301
3, shenzhen, yellow, 0, 1575129630000, 16, 15.744831
3, shenzhen, yellow, 0, 1575129631000, 23, 10.551453
3, shenzhen, yellow, 0, 1575129632000, 32, 11.782227
3, shenzhen, yellow, 0, 1575129633000, 32, 16.531595
3, shenzhen, yellow, 0, 1575129634000, 19, 12.512090
3, shenzhen, yellow, 0, 1575129635000, 22, 16.554170
3, shenzhen, yellow, 0, 1575129636000, 20, 12.593234
3, shenzhen, yellow, 0, 1575129637000, 23, 10.267977
3, shenzhen, yellow, 0, 1575129638000, 19, 18.470475
3, shenzhen, yellow, 0, 1575129639000, 27, 11.479857
3, shenzhen, yellow, 0, 1575129640000, 29, 17.387964
3, shenzhen, yellow, 0, 1575129641000, 28, 18.605927
3, shenzhen, yellow, 0, 1575129642000, 28, 14.150780
3, shenzhen, yellow, 0, 1575129643000, 30, 12.112675
3, shenzhen, yellow, 0, 1575129644000, 20, 12.126206
3, shenzhen, yellow, 0, 1575129645000, 34, 11.627235
3, shenzhen, yellow, 0, 1575129646000, 34, 18.202179
3, shenzhen, yellow, 0, 1575129647000, 30, 12.447241
3, shenzhen, yellow, 0, 1575129648000, 15, 12.542049
3, shenzhen, yellow, 0, 1575129649000, 34, 12.043278
3, shenzhen, yellow, 0, 1575129650000, 26, 15.254272
3, shenzhen, yellow, 0, 1575129651000, 33, 14.655641
3, shenzhen, yellow, 0, 1575129652000, 21, 17.835511
3, shenzhen, yellow, 0, 1575129653000, 30, 18.979520
3, shenzhen, yellow, 0, 1575129654000, 26, 12.942195
3, shenzhen, yellow, 0, 1575129655000, 29, 19.775977
3, shenzhen, yellow, 0, 1575129656000, 31, 14.242160
3, shenzhen, yellow, 0, 1575129657000, 15, 10.568320
3, shenzhen, yellow, 0, 1575129658000, 21, 12.407690
3, shenzhen, yellow, 0, 1575129659000, 23, 14.165327
3, shenzhen, yellow, 0, 1575129660000, 27, 11.292074
3, shenzhen, yellow, 0, 1575129661000, 18, 11.011734
3, shenzhen, yellow, 0, 1575129662000, 22, 18.100115
3, shenzhen, yellow, 0, 1575129663000, 18, 11.857615
3, shenzhen, yellow, 0, 1575129664000, 20, 15.402887
3, shenzhen, yellow, 0, 1575129665000, 32, 17.952958
3, shenzhen, yellow, 0, 1575129666000, 16, 15.407510
3, shenzhen, yellow, 0, 1575129667000, 23, 17.344025
3, shenzhen, yellow, 0, 1575129668000, 34, 13.251864
3, shenzhen, yellow, 0, 1575129669000, 31, 15.406216
3, shenzhen, yellow, 0, 1575129670000, 19, 16.385551
3, shenzhen, yellow, 0, 1575129671000, 32, 13.493399
3, shenzhen, yellow, 0, 1575129672000, 27, 11.856057
3, shenzhen, yellow, 0, 1575129673000, 30, 12.977649
3, shenzhen, yellow, 0, 1575129674000, 19, 18.339123
3, shenzhen, yellow, 0, 1575129675000, 23, 16.442236
3, shenzhen, yellow, 0, 1575129676000, 18, 19.140272
3, shenzhen, yellow, 0, 1575129677000, 27, 16.562737
3, shenzhen, yellow, 0, 1575129678000, 16, 10.993309
3, shenzhen, yellow, 0, 1575129679000, 27, 15.137385
3, shenzhen, yellow, 0, 1575129680000, 15, 18.754543
3, shenzhen, yellow, 0, 1575129681000, 26, 10.116102
3, shenzhen, yellow, 0, 1575129682000, 29, 14.024587
3, shenzhen, yellow, 0, 1575129683000, 31, 14.016558
3, shenzhen, yellow, 0, 1575129684000, 19, 10.671284
3, shenzhen, yellow, 0, 1575129685000, 32, 14.641297
3, shenzhen, yellow, 0, 1575129686000, 18, 12.823655
3, shenzhen, yellow, 0, 1575129687000, 30, 19.260822
3, shenzhen, yellow, 0, 1575129688000, 30, 16.105202
3, shenzhen, yellow, 0, 1575129689000, 22, 10.230556
3, shenzhen, yellow, 0, 1575129690000, 17, 10.732315
3, shenzhen, yellow, 0, 1575129691000, 31, 15.320282
3, shenzhen, yellow, 0, 1575129692000, 24, 17.208577
3, shenzhen, yellow, 0, 1575129693000, 16, 12.506668
3, shenzhen, yellow, 0, 1575129694000, 17, 18.911875
3, shenzhen, yellow, 0, 1575129695000, 15, 12.665488
3, shenzhen, yellow, 0, 1575129696000, 18, 11.283357
3, shenzhen, yellow, 0, 1575129697000, 15, 13.186590
3, shenzhen, yellow, 0, 1575129698000, 34, 15.659293
3, shenzhen, yellow, 0, 1575129699000, 30, 12.898771
4, hangzhou, blue, 1, 1575129600000, 33, 18.262612
4, hangzhou, blue, 1, 1575129601000, 20, 11.612149
4, hangzhou, blue, 1, 1575129602000, 26, 17.261305
4, hangzhou, blue, 1, 1575129603000, 27, 19.240210
4, hangzhou, blue, 1, 1575129604000, 27, 17.412985
4, hangzhou, blue, 1, 1575129605000, 19, 12.835781
4, hangzhou, blue, 1, 1575129606000, 24, 13.087003
4, hangzhou, blue, 1, 1575129607000, 24, 13.701138
4, hangzhou, blue, 1, 1575129608000, 31, 10.076716
4, hangzhou, blue, 1, 1575129609000, 27, 14.703408
4, hangzhou, blue, 1, 1575129610000, 19, 17.503874
4, hangzhou, blue, 1, 1575129611000, 21, 18.607839
4, hangzhou, blue, 1, 1575129612000, 16, 15.416387
4, hangzhou, blue, 1, 1575129613000, 19, 19.477280
4, hangzhou, blue, 1, 1575129614000, 15, 17.374174
4, hangzhou, blue, 1, 1575129615000, 30, 10.732940
4, hangzhou, blue, 1, 1575129616000, 33, 16.863960
4, hangzhou, blue, 1, 1575129617000, 16, 10.413205
4, hangzhou, blue, 1, 1575129618000, 27, 14.130482
4, hangzhou, blue, 1, 1575129619000, 19, 10.731398
4, hangzhou, blue, 1, 1575129620000, 27, 11.713011
4, hangzhou, blue, 1, 1575129621000, 26, 19.063695
4, hangzhou, blue, 1, 1575129622000, 26, 16.309728
4, hangzhou, blue, 1, 1575129623000, 33, 12.229796
4, hangzhou, blue, 1, 1575129624000, 16, 15.176824
4, hangzhou, blue, 1, 1575129625000, 31, 12.417684
4, hangzhou, blue, 1, 1575129626000, 31, 17.284961
4, hangzhou, blue, 1, 1575129627000, 24, 12.530188
4, hangzhou, blue, 1, 1575129628000, 32, 15.067641
4, hangzhou, blue, 1, 1575129629000, 32, 18.546511
4, hangzhou, blue, 1, 1575129630000, 21, 13.049847
4, hangzhou, blue, 1, 1575129631000, 19, 17.509510
4, hangzhou, blue, 1, 1575129632000, 24, 13.289143
4, hangzhou, blue, 1, 1575129633000, 18, 19.179227
4, hangzhou, blue, 1, 1575129634000, 25, 18.128126
4, hangzhou, blue, 1, 1575129635000, 26, 19.627125
4, hangzhou, blue, 1, 1575129636000, 25, 16.090493
4, hangzhou, blue, 1, 1575129637000, 19, 19.093488
4, hangzhou, blue, 1, 1575129638000, 32, 17.563422
4, hangzhou, blue, 1, 1575129639000, 16, 12.867582
4, hangzhou, blue, 1, 1575129640000, 32, 11.606473
4, hangzhou, blue, 1, 1575129641000, 31, 12.321989
4, hangzhou, blue, 1, 1575129642000, 30, 17.043967
4, hangzhou, blue, 1, 1575129643000, 20, 14.553511
4, hangzhou, blue, 1, 1575129644000, 34, 19.068052
4, hangzhou, blue, 1, 1575129645000, 18, 15.992107
4, hangzhou, blue, 1, 1575129646000, 34, 11.308531
4, hangzhou, blue, 1, 1575129647000, 18, 19.053088
4, hangzhou, blue, 1, 1575129648000, 25, 18.617738
4, hangzhou, blue, 1, 1575129649000, 25, 14.190978
4, hangzhou, blue, 1, 1575129650000, 22, 18.049969
4, hangzhou, blue, 1, 1575129651000, 19, 16.890290
4, hangzhou, blue, 1, 1575129652000, 26, 10.055835
4, hangzhou, blue, 1, 1575129653000, 32, 18.772190
4, hangzhou, blue, 1, 1575129654000, 18, 15.347443
4, hangzhou, blue, 1, 1575129655000, 19, 15.611078
4, hangzhou, blue, 1, 1575129656000, 24, 11.345082
4, hangzhou, blue, 1, 1575129657000, 27, 10.883929
4, hangzhou, blue, 1, 1575129658000, 25, 19.810161
4, hangzhou, blue, 1, 1575129659000, 33, 10.159027
4, hangzhou, blue, 1, 1575129660000, 20, 11.900341
4, hangzhou, blue, 1, 1575129661000, 24, 12.395535
4, hangzhou, blue, 1, 1575129662000, 25, 13.832159
4, hangzhou, blue, 1, 1575129663000, 26, 15.066722
4, hangzhou, blue, 1, 1575129664000, 24, 12.441406
4, hangzhou, blue, 1, 1575129665000, 22, 16.281200
4, hangzhou, blue, 1, 1575129666000, 21, 14.116693
4, hangzhou, blue, 1, 1575129667000, 28, 12.441770
4, hangzhou, blue, 1, 1575129668000, 18, 11.402083
4, hangzhou, blue, 1, 1575129669000, 28, 15.167379
4, hangzhou, blue, 1, 1575129670000, 16, 15.433220
4, hangzhou, blue, 1, 1575129671000, 23, 10.211150
4, hangzhou, blue, 1, 1575129672000, 19, 19.501424
4, hangzhou, blue, 1, 1575129673000, 18, 17.974835
4, hangzhou, blue, 1, 1575129674000, 26, 12.904804
4, hangzhou, blue, 1, 1575129675000, 27, 17.012268
4, hangzhou, blue, 1, 1575129676000, 34, 11.223162
4, hangzhou, blue, 1, 1575129677000, 34, 11.008873
4, hangzhou, blue, 1, 1575129678000, 18, 13.466623
4, hangzhou, blue, 1, 1575129679000, 25, 11.714342
4, hangzhou, blue, 1, 1575129680000, 32, 15.193444
